46.435512,-109.8343499,0.5712
40.7503782,-74.1601256,0.5677
42.3600825,-71.0588801,0.5527
43.612255,-110.7054295,0.5422
41.1792258,-73.1894384,0.5319
41.2834704,-70.099451,0.5315
46.3694501,-104.2774404,0.5314
38.5458246,-106.9253207,0.529
39.9537358,-74.1979458,0.5275
42.7624668,-104.4521747,0.5214
38.9071923,-77.0368707,0.5159
38.4825192,-100.9070949,0.515
39.8183384,-100.528201,0.5146
45.0116474,-99.9556728,0.5119
46.729729,-117.1791432,0.5112
41.4542793,-70.5619724,0.508
40.7127753,-74.0059728,0.5
41.309558,-105.5921059,0.4913
42.6525793,-73.7562317,0.4881
39.3061082,-102.2693563,0.4864
39.9525839,-75.1652215,0.4842
37.4083485,-102.6143616,0.4832
36.6103334,-88.314761,0.4771
41.8781136,-87.6297982,0.4738
41.7003713,-73.9209701,0.4731
40.4406248,-79.9958864,0.4721
42.9898645,-71.4689885,0.4676
37.8323292,-97.3720207,0.4675
35.7795897,-78.6381787,0.467
37.7749295,-122.4194155,0.467
44.3667876,-100.3537522,0.4622
45.940834,-102.1593201,0.4622
41.404983,-102.3443564,0.4622
42.8864468,-78.8783689,0.4621
46.8083268,-100.7837392,0.4612
46.1830618,-103.3949061,0.4569
39.8142648,-101.9348069,0.4567
38.8791783,-99.3267702,0.4564
46.5891452,-112.0391057,0.4556
42.4500845,-73.2453824,0.4535
47.4444384,-98.1239843,0.4523
40.6022939,-75.4714098,0.4517
41.8239891,-71.4128343,0.4488
47.7175923,-104.1604805,0.4428
37.3382082,-121.8863286,0.4422
41.408969,-75.6624122,0.4406
42.1014831,-72.589811,0.4405
43.0481221,-76.1474244,0.4403
44.4758825,-73.212072,0.4394
39.8338946,-99.8915113,0.438
42.1887721,-120.345792,0.4375
38.5347193,-105.9989022,0.4375
42.4576723,-98.6478882,0.4357
38.9517053,-92.3340724,0.4334
33.7489954,-84.3879824,0.4332
48.1969637,-106.6367127,0.4325
41.6611277,-91.5301683,0.4324
39.4561178,-98.1061595,0.4323
39.5708354,-97.6625396,0.4319
38.6270025,-90.1994042,0.4311
42.4922253,-90.6429054,0.4302
41.49932,-81.6943605,0.4299
46.8791756,-102.7896242,0.4261
42.1358756,-76.969716,0.426
29.9055033,-96.876647,0.4258
46.8771863,-96.7898034,0.4245
39.0473451,-95.6751576,0.4233
39.5505376,-107.3247762,0.423
42.0655986,-94.8672793,0.4216
44.3113573,-96.7983877,0.4213
43.1450748,-95.144318,0.4212
41.5868353,-93.6249593,0.4211
39.7392358,-104.990251,0.4209
46.9105438,-98.7084357,0.4206
43.0389025,-87.9064736,0.42
39.2903848,-76.6121893,0.4199
40.4842027,-88.9936873,0.4197
43.5460223,-96.731265,0.4187
43.3730194,-72.3368433,0.4185
45.6769979,-111.0429339,0.4185
44.5183148,-98.988434,0.4175
46.8721284,-113.9940314,0.417
40.813616,-96.7025955,0.4169
41.2565369,-95.9345034,0.4168
41.5236437,-90.5776367,0.4167
37.5407246,-77.4360481,0.4163
37.6439071,-98.7375911,0.4151
45.5372162,-100.4279129,0.412
43.6590993,-70.2568189,0.4115
43.0730517,-89.4012302,0.4111
41.4036007,-95.0138776,0.4107
41.4273738,-78.5609398,0.4101
39.629526,-79.9558968,0.4098
39.3958369,-101.0523773,0.4096
46.0038232,-112.5347775,0.4087
39.1031182,-84.5120196,0.4087
47.4497201,-99.1262234,0.4074
39.7565532,-75.5659467,0.4066
42.8727833,-100.5509669,0.4063
43.0797991,-96.1756935,0.406
48.5342662,-123.0171242,0.4051
33.5942608,-99.2603531,0.4048
42.732535,-84.5555347,0.4039
44.0060847,-97.1139496,0.4039
40.8673915,-97.5920867,0.4024
47.9311871,-97.009347,0.4023
38.8402805,-97.6114237,0.4015
40.6993303,-99.0816784,0.4008
45.2166324,-112.6389244,0.4007
44.906183,-116.1171311,0.3997
48.2329668,-101.2922906,0.3992
42.9259375,-72.236379,0.3992
45.4646985,-98.4864829,0.399
43.3033056,-91.7857092,0.3987
44.0121221,-92.4801989,0.3978
42.331427,-83.0457538,0.3973
35.4119944,-99.4042592,0.3964
37.0870821,-76.4730122,0.3963
47.0624732,-109.428238,0.3963
39.1155314,-94.6267873,0.3962
39.768403,-86.158068,0.3958
40.0220055,-98.0666657,0.3945
43.1535728,-93.2010367,0.3942
36.0998596,-80.244216,0.3936
40.5852602,-105.084423,0.3933
46.2666567,-100.2328917,0.3929
35.6869752,-105.937799,0.3926
41.9778795,-91.6656232,0.3926
41.6053522,-98.9280583,0.3922
42.5198868,-93.2645741,0.3919
47.5052849,-111.3007715,0.3917
40.0639616,-80.7209149,0.3917
42.6430359,-95.2019399,0.3917
38.3498195,-81.6326234,0.3916
38.0405837,-84.5037164,0.3916
42.492786,-92.3425775,0.3912
39.7561206,-99.3239853,0.3907
44.448423,-95.7911916,0.3906
42.0378122,-97.4081832,0.3903
39.1836082,-96.5716694,0.3884
41.0997803,-80.6495194,0.3877
39.8525033,-95.5358156,0.3875
35.5950581,-82.5514869,0.3867
39.8403147,-88.9548001,0.3867
47.1211331,-88.5694182,0.3865
45.7832856,-108.5006904,0.3859
36.1156071,-97.0583681,0.3854
38.2526647,-85.7584557,0.3853
33.2670725,-93.239334,0.3849
38.0293059,-78.4766781,0.3848
41.401787,-99.6412243,0.3847
39.9611755,-82.9987942,0.3845
41.8416659,-96.7086432,0.3844
30.267153,-97.7430608,0.384
42.4963416,-96.4049408,0.3838
39.7817213,-89.6501481,0.3835
47.6062095,-122.3320708,0.3831
46.5436199,-87.3953713,0.3831
45.4262617,-117.2787816,0.3826
38.3031837,-77.4605399,0.3818
38.440429,-122.7140548,0.3815
40.6936488,-89.5889864,0.381
40.9478158,-90.3712395,0.381
34.0007104,-81.0348144,0.3805
44.5394039,-95.1169424,0.3803
40.5862583,-98.3898726,0.38
37.4694491,-105.8700214,0.3791
45.5051064,-122.6750261,0.379
41.8444735,-90.1887379,0.3789
